trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status
TR10647,USR1095,member,BK225,electric,ST103,ST114,2024-05-11 06:52:00,2024-05-11 07:09:00,17.0,7.99,completed
TR10648,USR1086,member,BK201,classic,ST106,ST110,2024-07-09 16:37:00,2024-07-09 17:05:00,28.0,6.07,completed
TR10649,USR1063,member,BK209,electric,ST113,ST107,2024-10-07 05:51:00,2024-10-07 06:00:00,9.0,6.62,completed
TR10650,USR1016,casual,BK294,classic,ST109,ST108,2024-08-29 03:27:00,2024-08-29 03:54:00,27.0,7.44,completed
TR10651,USR1008,member,BK212,classic,ST101,ST102,2024-06-24 01:24:00,2024-06-24 02:02:00,38.0,9.93,completed
TR10652,USR1014,casual,BK262,classic,ST106,ST112,2024-02-21 02:56:00,2024-02-21 03:15:00,19.0,9.91,completed
TR10653,USR1019,member,BK290,classic,ST101,ST112,2024-12-09 00:40:00,2024-12-09 01:24:00,44.0,7.67,completed
TR10654,USR1043,member,BK282,electric,ST106,ST108,2024-02-15 19:42:00,2024-02-15 19:58:00,16.0,8.74,completed
TR10655,USR1054,casual,BK267,classic,ST108,ST113,2024-07-17 09:53:00,2024-07-17 10:13:00,20.0,9.13,completed
TR10656,USR1005,casual,BK276,classic,ST111,ST109,2024-12-03 16:12:00,2024-12-03 16:33:00,21.0,8.83,completed
TR10657,USR1038,member,BK224,classic,ST110,ST105,2024-07-15 11:33:00,2024-07-15 11:41:00,8.0,2.18,completed
TR10658,USR1052,member,BK266,electric,ST102,ST112,2024-09-23 00:55:00,2024-09-23 01:27:00,32.0,4.66,completed
TR10659,USR1095,casual,BK237,electric,ST106,ST107,2024-12-07 19:59:00,2024-12-07 20:25:00,26.0,4.34,completed
TR10660,USR1098,member,BK202,electric,ST110,ST111,2024-04-18 22:37:00,2024-04-18 23:13:00,36.0,6.01,completed
TR10661,USR1068,member,BK251,classic,ST114,ST108,2024-03-24 18:06:00,2024-03-24 18:39:00,33.0,3.27,completed
TR10662,USR1021,member,BK212,classic,ST114,ST109,2024-06-11 15:16:00,2024-06-11 15:40:00,24.0,8.13,completed
TR10663,USR1076,casual,BK253,electric,ST100,ST100,2024-01-29 15:15:00,2024-01-29 16:11:00,56.0,4.16,completed
TR10664,USR1057,member,BK290,classic,ST106,ST113,2024-03-20 02:56:00,2024-03-20 03:24:00,28.0,6.49,completed
TR10665,USR1058,casual,BK238,classic,ST100,ST111,2024-09-07 12:42:00,2024-09-07 13:12:00,30.0,7.85,completed
TR10666,USR1001,member,BK281,classic,ST100,ST113,2024-08-06 11:59:00,2024-08-06 12:58:00,59.0,10.0,completed
TR10667,USR1092,member,BK293,electric,ST112,ST110,2024-04-28 11:11:00,2024-04-28 12:05:00,54.0,1.27,completed
TR10668,USR1054,casual,BK239,classic,ST103,ST114,2024-11-02 05:40:00,2024-11-02 06:32:00,52.0,9.2,completed
TR10669,USR1094,casual,BK286,electric,ST103,ST113,2024-09-20 14:33:00,2024-09-20 15:21:00,48.0,5.96,completed
TR10670,USR1053,casual,BK200,electric,ST102,ST110,2024-07-22 14:11:00,2024-07-22 14:24:00,13.0,5.04,completed
TR10671,USR1014,member,BK296,classic,ST113,ST108,2024-06-03 11:52:00,2024-06-03 12:28:00,36.0,6.47,completed
TR10672,USR1061,member,BK264,classic,ST107,ST109,2024-05-10 21:27:00,2024-05-10 21:58:00,31.0,4.53,completed
TR10673,USR1042,casual,BK216,classic,ST109,ST112,2024-04-21 00:42:00,2024-04-21 01:25:00,43.0,8.71,completed
TR10674,USR1055,member,BK285,electric,ST105,ST104,2024-11-09 04:23:00,2024-11-09 04:50:00,27.0,7.74,completed
TR10675,USR1071,casual,BK248,classic,ST102,ST110,2024-09-01 23:14:00,2024-09-02 00:12:00,58.0,3.63,completed
TR10676,USR1065,casual,BK282,classic,ST111,ST110,2024-06-04 20:04:00,2024-06-04 20:59:00,55.0,6.5,completed
TR10677,USR1027,member,BK237,classic,ST104,ST102,2024-04-08 22:42:00,2024-04-08 23:24:00,42.0,5.56,completed
TR10678,USR1048,casual,BK235,electric,ST112,ST103,2024-08-01 03:01:00,2024-08-01 03:31:00,30.0,7.1,completed
TR10679,USR1099,casual,BK259,electric,ST102,ST109,2024-06-06 02:56:00,2024-06-06 03:41:00,45.0,3.5,completed
TR10680,USR1055,casual,BK227,classic,ST109,ST101,2024-05-09 05:33:00,2024-05-09 06:17:00,44.0,9.93,completed
TR10681,USR1071,member,BK279,electric,ST103,ST105,2024-11-22 02:40:00,2024-11-22 02:56:00,16.0,1.56,completed
TR10682,USR1015,member,BK275,classic,ST107,ST106,2024-08-12 19:20:00,2024-08-12 20:11:00,51.0,9.71,completed
TR10683,USR1066,member,BK223,electric,ST105,ST109,2024-06-25 17:28:00,2024-06-25 18:06:00,38.0,9.14,completed
TR10684,USR1009,casual,BK266,electric,ST104,ST102,2024-06-14 14:43:00,2024-06-14 15:27:00,44.0,7.81,completed
TR10685,USR1014,casual,BK275,classic,ST104,ST111,2024-07-08 11:27:00,2024-07-08 12:20:00,53.0,4.7,completed
TR10686,USR1094,member,BK283,electric,ST106,ST103,2024-07-05 10:09:00,2024-07-05 10:36:00,27.0,3.82,completed
TR10687,USR1000,member,BK288,electric,ST113,ST102,2024-02-17 01:26:00,2024-02-17 02:18:00,52.0,4.08,completed
TR10688,USR1048,member,BK285,classic,ST113,ST112,2024-03-18 11:36:00,2024-03-18 12:00:00,24.0,5.78,completed
TR10689,USR1051,casual,BK245,classic,ST104,ST107,2024-11-04 19:49:00,2024-11-04 20:08:00,19.0,2.05,completed
TR10690,USR1046,casual,BK267,classic,ST101,ST104,2024-07-12 08:04:00,2024-07-12 08:14:00,10.0,8.39,completed
TR10691,USR1022,member,BK266,electric,ST101,ST109,2024-08-17 11:33:00,2024-08-17 12:17:00,44.0,3.94,completed
TR10692,USR1074,casual,BK263,classic,ST109,ST112,2024-07-24 12:00:00,2024-07-24 12:12:00,12.0,1.68,completed
TR10693,USR1092,casual,BK272,classic,ST101,ST100,2024-09-29 00:36:00,2024-09-29 01:25:00,49.0,7.3,completed
TR10694,USR1010,member,BK275,classic,ST109,ST112,2024-01-02 23:46:00,2024-01-03 00:20:00,34.0,6.11,completed
TR10695,USR1091,member,BK293,classic,ST106,ST114,2024-10-04 06:54:00,2024-10-04 07:52:00,58.0,8.04,completed
TR10696,USR1033,casual,BK230,electric,ST108,ST111,2024-08-28 03:03:00,2024-08-28 03:54:00,51.0,5.71,completed
TR10697,USR1000,casual,BK262,electric,ST105,ST109,2024-08-30 03:51:00,2024-08-30 04:32:00,41.0,8.41,completed
TR10698,USR1037,casual,BK279,electric,ST113,ST114,2024-02-22 01:20:00,2024-02-22 01:46:00,26.0,1.47,completed
TR10699,USR1012,casual,BK237,classic,ST113,ST112,2024-06-26 18:29:00,2024-06-26 18:59:00,30.0,8.57,completed
TR10700,USR1071,casual,BK214,electric,ST112,ST110,2024-05-21 01:17:00,2024-05-21 01:35:00,18.0,8.03,completed
TR10701,USR1034,member,BK205,classic,ST105,ST109,2024-01-02 17:02:00,2024-01-02 17:59:00,57.0,7.15,completed
TR10702,USR1025,casual,BK204,electric,ST103,ST105,2024-08-20 16:24:00,2024-08-20 17:02:00,38.0,2.45,completed
TR10703,USR1017,member,BK216,classic,ST113,ST113,2024-04-21 22:55:00,2024-04-21 23:49:00,54.0,1.62,completed
TR10704,USR1014,casual,BK262,classic,ST114,ST111,2024-07-11 06:23:00,2024-07-11 07:11:00,48.0,7.24,completed
TR10705,USR1019,member,BK234,electric,ST109,ST111,2024-05-06 20:50:00,2024-05-06 21:13:00,23.0,8.33,completed
TR10706,USR1070,casual,BK249,classic,ST102,ST103,2024-02-13 14:20:00,2024-02-13 14:41:00,21.0,4.72,completed
TR10707,USR1036,member,BK278,classic,ST113,ST103,2024-05-04 07:21:00,2024-05-04 07:39:00,18.0,6.01,completed
TR10708,USR1015,member,BK203,classic,ST109,ST111,2024-11-01 13:35:00,2024-11-01 14:07:00,32.0,5.66,completed
TR10709,USR1002,member,BK207,electric,ST114,ST110,2024-04-04 17:05:00,2024-04-04 17:40:00,35.0,3.36,completed
TR10710,USR1065,member,BK270,electric,ST111,ST102,2024-07-03 12:22:00,2024-07-03 13:11:00,49.0,4.42,completed
TR10711,USR1098,member,BK273,electric,ST101,ST101,2024-06-23 07:24:00,2024-06-23 07:44:00,20.0,7.1,completed
TR10712,USR1059,member,BK242,electric,ST112,ST106,2024-12-03 13:48:00,2024-12-03 14:31:00,43.0,8.5,completed
TR10713,USR1003,casual,BK222,electric,ST109,ST101,2024-02-09 17:41:00,2024-02-09 18:31:00,50.0,3.25,completed
TR10714,USR1072,casual,BK273,electric,ST105,ST107,2024-11-18 18:01:00,2024-11-18 18:37:00,36.0,1.35,completed
TR10715,USR1010,casual,BK216,electric,ST103,ST114,2024-03-18 09:06:00,2024-03-18 09:52:00,46.0,4.56,completed
TR10716,USR1004,member,BK285,electric,ST105,ST102,2024-10-23 09:12:00,2024-10-23 09:35:00,23.0,9.52,completed
TR10717,USR1010,casual,BK202,classic,ST111,ST111,2024-07-15 05:39:00,2024-07-15 06:05:00,26.0,6.94,completed
TR10718,USR1072,casual,BK273,classic,ST112,ST114,2024-06-19 19:44:00,2024-06-19 20:06:00,22.0,4.78,completed
TR10719,USR1029,casual,BK227,electric,ST112,ST107,2024-07-25 20:03:00,2024-07-25 20:30:00,27.0,4.76,completed
TR10720,USR1077,member,BK257,electric,ST106,ST114,2024-08-29 02:00:00,2024-08-29 02:14:00,14.0,1.15,completed
TR10721,USR1047,member,BK209,classic,ST110,ST110,2024-10-18 01:49:00,2024-10-18 02:28:00,39.0,8.47,completed
TR10722,USR1006,casual,BK280,electric,ST113,ST101,2024-01-28 21:09:00,2024-01-28 21:58:00,49.0,9.34,completed
TR10723,USR1053,casual,BK274,electric,ST100,ST102,2024-08-01 21:29:00,2024-08-01 21:51:00,22.0,4.54,completed
TR10724,USR1015,member,BK256,electric,ST110,ST114,2024-09-19 09:24:00,2024-09-19 09:54:00,30.0,3.23,completed
TR10725,USR1059,casual,BK203,classic,ST105,ST101,2024-09-08 22:33:00,2024-09-08 22:49:00,16.0,1.56,completed
TR10726,USR1078,casual,BK271,classic,ST114,ST114,2024-09-24 07:22:00,2024-09-24 07:53:00,31.0,5.62,completed
TR10727,USR1011,casual,BK242,classic,ST114,ST112,2024-11-29 04:46:00,2024-11-29 05:30:00,44.0,3.86,completed
TR10728,USR1007,casual,BK289,electric,ST103,ST111,2024-11-27 05:23:00,2024-11-27 05:48:00,25.0,1.46,completed
TR10729,USR1029,casual,BK215,electric,ST109,ST106,2024-12-06 17:50:00,2024-12-06 18:06:00,16.0,1.46,completed
TR10730,USR1028,casual,BK214,electric,ST114,ST113,2024-11-05 10:03:00,2024-11-05 10:44:00,41.0,5.97,completed
TR10731,USR1020,member,BK236,classic,ST106,ST103,2024-07-09 21:32:00,2024-07-09 22:18:00,46.0,5.93,completed
TR10732,USR1062,member,BK201,electric,ST101,ST104,2024-02-25 15:52:00,2024-02-25 16:02:00,10.0,8.45,completed
TR10733,USR1086,member,BK212,classic,ST113,ST105,2024-07-12 10:52:00,2024-07-12 11:15:00,23.0,3.34,completed
TR10734,USR1051,casual,BK235,classic,ST106,ST102,2024-10-24 14:45:00,2024-10-24 15:41:00,56.0,4.7,completed
TR10735,USR1078,casual,BK219,classic,ST103,ST101,2024-06-07 06:29:00,2024-06-07 07:25:00,56.0,4.57,completed
TR10736,USR1074,casual,BK221,electric,ST103,ST112,2024-07-18 17:55:00,2024-07-18 18:22:00,27.0,9.91,completed
TR10737,USR1008,member,BK294,classic,ST103,ST102,2024-12-06 07:40:00,2024-12-06 08:26:00,46.0,2.52,completed
TR10738,USR1060,casual,BK282,classic,ST104,ST101,2024-08-24 04:50:00,2024-08-24 05:15:00,25.0,4.91,completed
TR10739,USR1065,member,BK287,classic,ST113,ST106,2024-04-01 19:53:00,2024-04-01 19:59:00,6.0,9.41,completed
TR10740,USR1000,casual,BK284,electric,ST106,ST109,2024-01-03 04:58:00,2024-01-03 05:26:00,28.0,5.71,completed
TR10741,USR1080,casual,BK274,electric,ST100,ST114,2024-05-11 11:23:00,2024-05-11 11:58:00,35.0,2.89,completed
TR10742,USR1001,member,BK223,electric,ST111,ST102,2024-11-07 21:29:00,2024-11-07 21:40:00,11.0,2.13,completed
TR10743,USR1042,casual,BK266,electric,ST102,ST109,2024-03-17 07:03:00,2024-03-17 07:57:00,54.0,9.01,completed
TR10744,USR1048,member,BK201,electric,ST105,ST113,2024-08-28 11:33:00,2024-08-28 11:39:00,6.0,4.4,completed
TR10745,USR1095,casual,BK209,electric,ST109,ST107,2024-09-09 23:55:00,2024-09-10 00:24:00,29.0,3.91,completed
TR10746,USR1041,casual,BK236,electric,ST112,ST105,2024-01-24 11:03:00,2024-01-24 11:48:00,45.0,2.1,completed
TR10747,USR1026,casual,BK279,electric,ST109,ST108,2024-09-23 11:29:00,2024-09-23 12:16:00,47.0,9.36,completed
TR10748,USR1075,member,BK272,electric,ST108,ST101,2024-07-04 21:27:00,2024-07-04 21:40:00,13.0,8.58,completed
TR10749,USR1064,casual,BK235,electric,ST105,ST110,2024-05-21 12:54:00,2024-05-21 13:00:00,6.0,6.7,completed
TR10750,USR1065,casual,BK214,electric,ST104,ST111,2024-11-12 03:04:00,2024-11-12 03:22:00,18.0,2.49,completed
TR10751,USR1020,member,BK277,classic,ST101,ST107,2024-03-18 09:42:00,2024-03-18 10:10:00,28.0,4.07,completed
TR10752,USR1021,member,BK269,electric,ST112,ST103,2024-04-04 15:59:00,2024-04-04 16:15:00,16.0,7.54,completed
TR10753,USR1060,member,BK255,classic,ST100,ST112,2024-10-30 09:02:00,2024-10-30 09:22:00,20.0,7.12,completed
TR10754,USR1066,casual,BK295,classic,ST110,ST110,2024-01-06 08:17:00,2024-01-06 08:59:00,42.0,9.32,completed
TR10755,USR1077,casual,BK294,electric,ST105,ST111,2024-02-23 01:56:00,2024-02-23 02:40:00,44.0,3.91,completed
TR10756,USR1013,casual,BK270,electric,ST114,ST111,2024-02-20 11:24:00,2024-02-20 11:51:00,27.0,9.32,completed
TR10757,USR1043,member,BK204,classic,ST110,ST103,2024-10-20 21:41:00,2024-10-20 22:32:00,51.0,6.8,completed
TR10758,USR1078,casual,BK296,classic,ST114,ST102,2024-05-09 22:55:00,2024-05-09 23:13:00,18.0,4.21,completed
TR10759,USR1053,member,BK286,electric,ST107,ST112,2024-09-15 21:38:00,2024-09-15 22:28:00,50.0,9.62,completed
TR10760,USR1072,casual,BK269,classic,ST108,ST114,2024-07-31 02:42:00,2024-07-31 02:51:00,9.0,4.42,completed
TR10761,USR1090,casual,BK271,classic,ST100,ST103,2024-08-25 10:52:00,2024-08-25 11:01:00,9.0,2.24,completed
TR10762,USR1038,casual,BK253,electric,ST110,ST112,2024-11-12 03:43:00,2024-11-12 03:58:00,15.0,1.79,completed
TR10763,USR1019,member,BK266,classic,ST114,ST109,2024-02-17 07:11:00,2024-02-17 07:50:00,39.0,5.29,completed
TR10764,USR1065,casual,BK283,electric,ST107,ST112,2024-07-18 04:48:00,2024-07-18 05:09:00,21.0,7.25,completed
TR10765,USR1059,casual,BK268,classic,ST111,ST111,2024-05-19 03:12:00,2024-05-19 03:19:00,7.0,6.15,completed
TR10766,USR1038,member,BK218,electric,ST110,ST112,2024-03-29 08:51:00,2024-03-29 09:04:00,13.0,8.02,completed
TR10767,USR1091,member,BK252,classic,ST105,ST110,2024-06-12 16:27:00,2024-06-12 16:53:00,26.0,2.77,completed
TR10768,USR1041,member,BK225,classic,ST110,ST112,2024-07-02 10:59:00,2024-07-02 11:11:00,12.0,5.87,completed
TR10769,USR1038,casual,BK211,classic,ST114,ST106,2024-10-09 07:47:00,2024-10-09 08:10:00,23.0,3.1,completed
TR10770,USR1026,casual,BK237,electric,ST110,ST102,2024-08-23 03:05:00,2024-08-23 03:51:00,46.0,7.2,completed
TR10771,USR1041,member,BK264,classic,ST107,ST107,2024-12-07 23:41:00,2024-12-08 00:37:00,56.0,6.25,completed
TR10772,USR1010,casual,BK260,electric,ST108,ST111,2024-08-28 07:10:00,2024-08-28 07:21:00,11.0,7.32,completed
TR10773,USR1042,casual,BK236,electric,ST104,ST107,2024-07-22 06:37:00,2024-07-22 06:53:00,16.0,9.32,completed
TR10774,USR1053,casual,BK203,classic,ST100,ST106,2024-09-02 12:28:00,2024-09-02 12:57:00,29.0,5.09,completed
TR10775,USR1053,casual,BK286,classic,ST106,ST101,2024-05-24 00:10:00,2024-05-24 00:42:00,32.0,6.26,completed
TR10776,USR1024,member,BK228,classic,ST100,ST103,2024-09-06 03:26:00,2024-09-06 03:56:00,30.0,2.49,completed
TR10777,USR1091,casual,BK266,electric,ST113,ST113,2024-07-26 07:30:00,2024-07-26 08:04:00,34.0,9.47,completed
TR10778,USR1088,casual,BK246,classic,ST105,ST103,2024-10-14 18:20:00,2024-10-14 18:39:00,19.0,4.57,completed
TR10779,USR1088,member,BK206,electric,ST100,ST101,2024-06-30 13:19:00,2024-06-30 13:46:00,27.0,2.78,completed
TR10780,USR1056,casual,BK249,electric,ST110,ST103,2024-10-20 04:57:00,2024-10-20 05:11:00,14.0,3.68,completed
TR10781,USR1059,member,BK203,classic,ST103,ST110,2024-07-05 02:51:00,2024-07-05 03:48:00,57.0,7.28,completed
TR10782,USR1070,member,BK249,classic,ST112,ST102,2024-08-05 01:39:00,2024-08-05 01:44:00,5.0,2.05,completed
TR10783,USR1035,member,BK242,classic,ST113,ST108,2024-11-26 14:15:00,2024-11-26 14:38:00,23.0,4.57,completed
TR10784,USR1015,casual,BK246,classic,ST110,ST114,2024-07-01 09:31:00,2024-07-01 10:04:00,33.0,6.36,completed
TR10785,USR1047,member,BK289,electric,ST106,ST108,2024-05-26 03:28:00,2024-05-26 04:11:00,43.0,8.46,completed
TR10786,USR1074,member,BK211,electric,ST103,ST101,2024-11-20 00:29:00,2024-11-20 00:55:00,26.0,3.76,completed
TR10787,USR1000,casual,BK257,electric,ST106,ST109,2024-01-21 02:06:00,2024-01-21 02:17:00,11.0,2.59,completed
TR10788,USR1071,member,BK285,classic,ST104,ST101,2024-03-01 03:17:00,2024-03-01 04:05:00,48.0,6.23,completed
TR10789,USR1041,casual,BK273,classic,ST111,ST105,2024-03-13 01:40:00,2024-03-13 02:14:00,34.0,6.56,completed
TR10790,USR1020,member,BK228,classic,ST110,ST113,2024-05-30 08:06:00,2024-05-30 08:19:00,13.0,4.16,completed
TR10791,USR1043,member,BK217,classic,ST106,ST110,2024-03-18 08:01:00,2024-03-18 08:57:00,56.0,5.13,completed
TR10792,USR1057,casual,BK258,classic,ST109,ST110,2024-06-08 13:57:00,2024-06-08 14:38:00,41.0,8.44,completed
TR10793,USR1097,casual,BK287,electric,ST101,ST111,2024-11-23 14:41:00,2024-11-23 14:49:00,8.0,9.42,completed
TR10794,USR1056,casual,BK254,classic,ST114,ST113,2024-06-03 14:33:00,2024-06-03 15:02:00,29.0,2.48,completed
TR10795,USR1050,casual,BK248,classic,ST109,ST112,2024-09-13 03:43:00,2024-09-13 04:15:00,32.0,8.38,completed
TR10796,USR1068,member,BK252,electric,ST110,ST109,2024-03-14 13:24:00,2024-03-14 13:51:00,27.0,5.89,completed
TR10797,USR1070,casual,BK202,classic,ST109,ST111,2024-03-26 22:49:00,2024-03-26 23:08:00,19.0,3.2,completed
TR10798,USR1011,casual,BK237,classic,ST112,ST102,2024-11-20 06:58:00,2024-11-20 07:08:00,10.0,8.95,completed
TR10799,USR1083,casual,BK203,classic,ST104,ST102,2024-11-30 13:59:00,2024-11-30 14:58:00,59.0,1.64,completed
TR10800,USR1076,casual,BK208,electric,ST113,ST112,2024-02-09 16:54:00,2024-02-09 17:14:00,20.0,2.02,completed
TR10801,USR1070,member,BK297,classic,ST105,ST107,2024-07-05 12:54:00,2024-07-05 13:13:00,19.0,5.72,completed
TR10802,USR1009,casual,BK279,electric,ST107,ST107,2024-03-04 14:03:00,2024-03-04 14:08:00,5.0,5.06,completed
TR10803,USR1088,casual,BK259,electric,ST113,ST113,2024-04-23 23:45:00,2024-04-24 00:01:00,16.0,3.21,completed
TR10804,USR1042,member,BK268,classic,ST108,ST101,2024-11-16 14:48:00,2024-11-16 15:15:00,27.0,9.35,completed
TR10805,USR1027,member,BK258,electric,ST114,ST108,2024-08-15 05:30:00,2024-08-15 05:48:00,18.0,1.5,completed
TR10806,USR1031,casual,BK208,electric,ST103,ST111,2024-09-30 19:35:00,2024-09-30 20:06:00,31.0,4.02,completed
TR10807,USR1066,member,BK207,electric,ST107,ST106,2024-08-27 11:57:00,2024-08-27 12:35:00,38.0,4.54,completed
TR10808,USR1024,member,BK281,classic,ST101,ST101,2024-11-16 21:32:00,2024-11-16 21:41:00,9.0,6.29,completed
TR10809,USR1046,casual,BK275,classic,ST112,ST101,2024-06-27 08:12:00,2024-06-27 09:06:00,54.0,6.65,completed
TR10810,USR1034,casual,BK252,electric,ST113,ST113,2024-08-18 04:26:00,2024-08-18 04:49:00,23.0,8.48,completed
TR10811,USR1064,casual,BK242,classic,ST105,ST106,2024-05-23 05:31:00,2024-05-23 05:59:00,28.0,1.15,completed
TR10812,USR1075,casual,BK291,electric,ST111,ST110,2024-07-31 19:30:00,2024-07-31 19:52:00,22.0,4.35,completed
TR10813,USR1048,casual,BK225,classic,ST101,ST114,2024-04-10 15:23:00,2024-04-10 16:19:00,56.0,4.74,completed
TR10814,USR1076,member,BK286,electric,ST105,ST105,2024-01-14 05:03:00,2024-01-14 05:45:00,42.0,2.22,completed
TR10815,USR1059,casual,BK245,electric,ST111,ST106,2024-05-02 07:11:00,2024-05-02 07:50:00,39.0,9.54,completed
TR10816,USR1084,casual,BK264,electric,ST106,ST102,2024-09-10 05:08:00,2024-09-10 05:38:00,30.0,7.02,completed
TR10817,USR1022,member,BK229,classic,ST110,ST101,2024-04-23 00:10:00,2024-04-23 00:57:00,47.0,6.18,completed
TR10818,USR1056,casual,BK222,classic,ST112,ST111,2024-08-29 05:20:00,2024-08-29 05:45:00,25.0,2.89,completed
TR10819,USR1039,casual,BK241,classic,ST101,ST103,2024-09-07 05:06:00,2024-09-07 05:57:00,51.0,7.29,completed
TR10820,USR1056,casual,BK220,electric,ST107,ST112,2024-01-21 08:40:00,2024-01-21 09:37:00,57.0,5.39,completed
TR10821,USR1091,casual,BK227,classic,ST101,ST108,2024-01-11 04:38:00,2024-01-11 05:02:00,24.0,3.87,completed
TR10822,USR1074,casual,BK237,electric,ST112,ST110,2024-11-20 11:20:00,2024-11-20 11:30:00,10.0,6.26,completed
TR10823,USR1098,casual,BK223,classic,ST101,ST100,2024-07-21 18:47:00,2024-07-21 18:54:00,7.0,4.25,completed
TR10824,USR1034,member,BK200,electric,ST108,ST112,2024-01-28 06:15:00,2024-01-28 07:04:00,49.0,5.45,completed
TR10825,USR1097,casual,BK215,electric,ST112,ST102,2024-12-03 20:45:00,2024-12-03 21:32:00,47.0,8.28,completed
TR10826,USR1053,casual,BK272,classic,ST109,ST102,2024-08-09 04:08:00,2024-08-09 04:28:00,20.0,2.48,completed
TR10827,USR1054,member,BK233,classic,ST112,ST112,2024-02-28 04:31:00,2024-02-28 05:19:00,48.0,6.29,completed
TR10828,USR1095,casual,BK247,classic,ST106,ST114,2024-11-18 13:45:00,2024-11-18 13:55:00,10.0,2.55,completed
TR10829,USR1017,member,BK287,electric,ST112,ST108,2024-02-03 02:05:00,2024-02-03 03:01:00,56.0,6.44,completed
TR10830,USR1008,casual,BK208,electric,ST103,ST100,2024-01-01 08:35:00,2024-01-01 09:19:00,44.0,1.18,completed
TR10831,USR1068,casual,BK204,electric,ST114,ST101,2024-10-16 20:18:00,2024-10-16 21:14:00,56.0,8.97,completed
TR10832,USR1003,member,BK273,classic,ST114,ST108,2024-04-26 07:56:00,2024-04-26 08:13:00,17.0,8.92,completed
TR10833,USR1008,member,BK210,classic,ST104,ST112,2024-03-20 06:39:00,2024-03-20 07:29:00,50.0,1.22,completed
TR10834,USR1011,casual,BK273,electric,ST107,ST108,2024-11-09 17:07:00,2024-11-09 17:24:00,17.0,7.84,completed
TR10835,USR1055,member,BK222,classic,ST107,ST106,2024-10-19 08:33:00,2024-10-19 09:31:00,58.0,1.75,completed
TR10836,USR1089,casual,BK268,classic,ST114,ST108,2024-08-12 11:08:00,2024-08-12 11:26:00,18.0,2.37,completed
TR10837,USR1054,casual,BK201,classic,ST112,ST109,2024-07-18 15:47:00,2024-07-18 16:35:00,48.0,6.18,completed
TR10838,USR1069,casual,BK257,classic,ST101,ST110,2024-04-01 19:21:00,2024-04-01 20:20:00,59.0,6.81,completed
TR10839,USR1082,member,BK258,electric,ST102,ST113,2024-10-17 23:27:00,2024-10-17 23:36:00,9.0,2.79,completed
TR10840,USR1067,casual,BK288,electric,ST106,ST102,2024-07-03 23:43:00,2024-07-04 00:11:00,28.0,8.62,completed
TR10841,USR1099,casual,BK229,classic,ST100,ST108,2024-08-09 02:24:00,2024-08-09 02:47:00,23.0,9.13,completed
TR10842,USR1050,member,BK281,electric,ST103,ST102,2024-08-30 11:33:00,2024-08-30 12:17:00,44.0,8.88,completed
TR10843,USR1076,casual,BK226,electric,ST101,ST103,2024-10-19 18:06:00,2024-10-19 18:55:00,49.0,2.32,completed
TR10844,USR1086,member,BK228,electric,ST108,ST106,2024-02-15 10:31:00,2024-02-15 10:53:00,22.0,5.51,completed
TR10845,USR1025,casual,BK297,electric,ST102,ST110,2024-10-10 20:07:00,2024-10-10 20:22:00,15.0,8.75,completed
TR10846,USR1089,member,BK220,electric,ST107,ST106,2024-10-04 09:17:00,2024-10-04 10:12:00,55.0,7.77,completed
TR10847,USR1019,member,BK295,electric,ST110,ST106,2024-06-17 18:15:00,2024-06-17 19:10:00,55.0,2.19,completed
TR10848,USR1062,member,BK255,electric,ST103,ST102,2024-09-10 01:36:00,2024-09-10 02:09:00,33.0,8.86,completed
TR10849,USR1006,casual,BK200,classic,ST105,ST106,2024-04-15 01:25:00,2024-04-15 02:14:00,49.0,4.45,completed
TR10850,USR1041,casual,BK232,electric,ST114,ST103,2024-07-14 22:32:00,2024-07-14 22:47:00,15.0,6.2,completed
TR10851,USR1098,member,BK204,electric,ST102,ST103,2024-02-08 04:10:00,2024-02-08 04:31:00,21.0,9.4,completed
TR10852,USR1013,casual,BK260,classic,ST114,ST100,2024-01-07 02:42:00,2024-01-07 03:38:00,56.0,3.74,completed
TR10853,USR1081,member,BK277,electric,ST114,ST114,2024-09-15 13:39:00,2024-09-15 14:06:00,27.0,9.65,completed
TR10854,USR1035,casual,BK207,classic,ST102,ST113,2024-09-11 18:22:00,2024-09-11 19:16:00,54.0,9.48,completed
TR10855,USR1087,member,BK295,classic,ST113,ST103,2024-06-12 02:16:00,2024-06-12 02:54:00,38.0,5.9,completed
TR10856,USR1061,casual,BK277,classic,ST112,ST101,2024-07-30 04:48:00,2024-07-30 05:26:00,38.0,2.51,completed
TR10857,USR1030,member,BK224,electric,ST113,ST107,2024-07-25 04:22:00,2024-07-25 04:55:00,33.0,4.57,completed
TR10858,USR1077,casual,BK255,electric,ST112,ST103,2024-01-22 14:25:00,2024-01-22 14:46:00,21.0,4.8,completed
TR10859,USR1034,casual,BK215,electric,ST109,ST100,2024-03-29 16:52:00,2024-03-29 17:18:00,26.0,2.24,completed
TR10860,USR1001,member,BK284,classic,ST101,ST113,2024-02-13 06:07:00,2024-02-13 07:06:00,59.0,6.36,completed
TR10861,USR1068,casual,BK219,electric,ST102,ST108,2024-01-21 14:30:00,2024-01-21 14:59:00,29.0,6.14,completed
